Gün,Mağaza,Lokasyon,Kod,SatıcıÜrünAdı,ANAGRUP,ALTGRUP,URUNCESIDI,SatışMiktarı
8-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
8-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
8-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
9-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
9-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,7
10-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
10-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
10-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,8
11-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,7
11-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,8
11-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
12-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
12-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
13-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
13-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
13-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
14-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
14-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
14-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,11
15-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
15-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
15-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
16-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
16-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
16-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
17-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
17-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
17-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
18-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
18-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
19-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
20-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
20-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
20-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
21-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
21-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
22-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
22-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
22-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
23-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,8
23-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
23-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
24-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
24-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
24-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
25-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,7
25-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
25-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
26-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
26-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
26-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
27-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
27-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
28-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
28-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
28-1-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
29-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
29-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
30-1-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
30-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
31-1-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
1-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
1-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
2-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
2-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
3-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
3-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
4-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
4-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
5-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,7
5-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
5-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
6-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
6-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
6-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
7-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
7-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
7-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
8-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
8-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
8-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
9-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
9-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
10-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,6
10-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
10-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
11-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
11-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
11-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
12-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
12-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
13-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
13-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
13-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
14-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
14-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
14-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
15-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
16-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
16-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
16-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
17-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
17-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
17-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
18-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
18-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
18-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
19-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
19-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
19-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,7
20-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
20-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
20-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
21-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
21-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
21-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
22-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
22-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
23-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
23-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
24-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
24-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
24-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
25-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
25-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
25-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
26-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,15
26-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
26-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
27-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
27-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
27-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
28-2-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
28-2-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
28-2-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
1-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
1-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
1-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
2-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
2-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
2-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
3-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
3-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
3-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
4-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
4-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
4-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,10
5-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
5-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
5-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
6-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
6-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
6-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,9
7-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
7-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
7-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
8-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
8-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
9-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,0
10-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
10-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
10-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
11-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
11-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,9
11-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,12
12-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
12-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
13-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
13-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
13-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,7
14-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
14-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
14-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
15-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
15-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
15-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
16-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
16-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
16-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
17-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
17-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
18-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
18-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
19-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
19-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
20-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
20-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
20-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
21-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
21-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
21-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
22-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
22-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
23-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
23-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
23-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
24-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
24-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
24-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
25-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
25-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
25-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
26-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,13
26-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
27-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
27-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
27-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
28-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
28-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
29-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
29-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
29-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
30-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
30-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
30-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
31-3-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
31-3-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
31-3-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
1-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
1-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,10
1-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,6
2-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,10
2-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
2-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
3-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
3-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
3-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
4-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
4-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
4-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
5-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
5-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,5
6-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
6-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
6-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
7-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,1
7-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
8-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,3
8-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,7
8-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,4
9-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
9-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,6
9-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
10-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,5
10-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,4
10-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
11-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
11-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,2
11-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,4
12-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
12-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
13-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
13-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
13-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,1
14-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
14-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,1
14-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
15-4-2017,Magaza_1,Beylikdüzü,35000212,K,anagrup,alt-grup-1,cesit-1,2
15-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,3
15-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,3
16-4-2017,Magaza_1,Beylikdüzü,31001045,L,anagrup1,alt-grup-2,cesit-2,5
16-4-2017,Magaza_1,Beylikdüzü,35000313,M,anagrup1,alt-grup-3,cesit-2,9
13-1-2017,Magaza_2,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,2
13-1-2017,Magaza_2,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
14-1-2017,Magaza_2,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
15-1-2017,Magaza_2,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
